#SampleID,SampleType,Population,Subpopulation,Year,Month,Day,Name,Group,Subgroup,Type_CE,Stage,Visit,VisitLF,ScoreFaeces,Treatment,CIBDAI_1,CIBDAI_2,SignsDurationMonths,Localisation,StudyDurationWeeks,ConcurrentDiseases,LaboratoryFindings,Breed,Diet,AgeDays,Sex,NeuteringStatus,Run,Description,Sample_or_Control
sa656,Faeces,Total_Bacteria_IgG,IgG,2012,12,21,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_General_Presort_IgG_V1_Rep1_FVASLMML131,True Sample
sa595,Water_presort,Water_presort_IgG,IgG,2012,12,21,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_presort_IgG_V1_Rep1_FVASLMML133,Control Sample
sa665,Faeces,IgG+,IgG,2012,12,21,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_IgG+_V1_Rep1_FVASLMML135,True Sample
sa527,Faeces,IgG-,IgG,2012,12,21,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_IgG-_V1_Rep1_FVASLMML137,True Sample
sa425,Small_Intestine_Biopsy,NA,Intestine,2012,12,21,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,LeeSI_V1_Rep1_FVASLMML139,True Sample
sa463,Colon_Biopsy,NA,Intestine,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,LeeC_V2_Rep1_FVASLMML141,True Sample
sa162,Colon_Biopsy,NA,Intestine,2012,12,21,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,LeeC_V1_Rep1_FVASLMML143,True Sample
sa144,Faeces,Total_Bacteria_IgA,IgA,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_General_Presort_IgA_V2_Rep1_FVASLMML145,True Sample
sa663,Water_presort,Water_presort_IgA,IgA,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_presort_IgA_V2_Rep1_FVASLMML147,Control Sample
sa82,Faeces,IgA+,IgA,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_IgA+_V2_Rep1_FVASLMML149,True Sample
sa38,Faeces,IgA-,IgA,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_IgA-_V2_Rep1_FVASLMML151,True Sample
sa650,Faeces,Total_Bacteria_IgG,IgG,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_General_Presort_IgG_V2_Rep1_FVASLMML153,True Sample
sa629,Water_presort,Water_presort_IgG,IgG,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_presort_IgG_V2_Rep1_FVASLMML155,Control Sample
sa438,Faeces,IgG+,IgG,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_IgG+_V2_Rep1_FVASLMML157,True Sample
sa649,Faeces,IgG-,IgG,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,Winnie_Lee_IgG-_V2_Rep1_FVASLMML159,True Sample
sa96,Small_Intestine_Biopsy,NA,Intestine,2013,1,16,Winnie_Lee,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,8,2,4,Mixed,NA,No,no _stress_ leukogram_ mild_ increase_ urea,Japanese_Spitz,Sensitivity,540,Female,Yes,1,LeeSI_V2_Rep1_FVASLMML161,True Sample
sa594,Faeces,Total_Bacteria_IgA,IgA,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_General_Presort_IgA_V1_Rep1_FVASLMML163,True Sample
sa539,Water_presort,Water_presort_IgA,IgA,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_presort_IgA_V1_Rep1_FVASLMML165,Control Sample
sa459,Faeces,IgA+,IgA,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_IgA+_V1_Rep1_FVASLMML167,True Sample
sa511,Water_negative,NA,NA,2015,6,10,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Negative_Rep1_FVASLMML169,Control Sample
sa8,Faeces,IgA-,IgA,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_IgA-_V1_Rep1_FVASLMML171,True Sample
sa488,Faeces,Total_Bacteria_IgG,IgG,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_General_Presort_IgG_V1_Rep1_FVASLMML173,True Sample
sa478,Water_presort,Water_presort_IgG,IgG,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_presort_IgG_V1_Rep1_FVASLMML175,Control Sample
sa99,Faeces,IgG+,IgG,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_IgG+_V1_Rep1_FVASLMML177,True Sample
sa246,Faeces,IgG-,IgG,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,7,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,Mouse_IgG-_V1_Rep1_FVASLMML179,True Sample
sa263,Small_Intestine_Biopsy,NA,Intestine,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,MouseSI_V1_Rep1_FVASLMML181,True Sample
sa540,Colon_Biopsy,NA,Intestine,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,MouseC_V1_Rep1_FVASLMML183,True Sample
sa136,Cytology_Brush,NA,Intestine,2015,6,10,Mouse,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic_Oxytetracycline_200mg,6,NA,15,Small_Intestine,NA,Behavioural_Separation_Anxiety,mild_neutropenia_breed_related_increase_ALT,Whippet,Sensitivity_and_hypoallergic,1440,Female,Yes,1,MouseCB_V1_Rep1_FVASLMML185,True Sample
sa261,Tris_Buffer,NA,NA,NA,NA,NA,Tris_Buffer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Tris_Buffer_Rep1_FVASLMML187,Control Sample
sa125,Water_negative,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Water_Rep1_FVASLMML189,Control Sample
sa456,Mock_community,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Positive_mock_community_Rep1_FVASLMML191,True Sample
sa445,Water_negative,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Negative_Rep1_FVASLMML193,Control Sample
sa643,Faeces,Total_Bacteria_IgA,IgA,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_General_Presort_IgA_V1_Rep1_FVASLMML195,True Sample
sa16,Water_presort,Water_presort_IgA,IgA,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_presort_IgA_V1_Rep1_FVASLMML197,Control Sample
sa497,Faeces,IgA+,IgA,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgA+_V1_Rep1_FVASLMML199,True Sample
sa483,Faeces,IgA-,IgA,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgA-_V1_Rep1_FVASLMML201,True Sample
sa573,Faeces,Total_Bacteria_IgG,IgG,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_General_Presort_IgG_V1_Rep1_FVASLMML203,True Sample
sa288,Water_presort,Water_presort_IgG,IgG,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_presort_IgG_V1_Rep1_FVASLMML205,Control Sample
sa164,Faeces,IgG+,IgG,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgG+_V1_Rep1_FVASLMML207,True Sample
sa212,Faeces,IgG-,IgG,2014,10,3,Savannah_Gillies,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgG-_V1_Rep1_FVASLMML209,True Sample
sa412,Small_Intestine_Biopsy,NA,Intestine,2013,6,20,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,NA,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,TobySI_V1_Rep1_FVASLMML211,True Sample
sa323,Colon_Biopsy,NA,Intestine,2013,6,20,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,NA,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,16,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,TobyC_V1_Rep1_FVASLMML213,True Sample
sa112,Mock_community,NA,NA,2013,6,20,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Positive_mock_community_Rep1_FVASLMML215,True Sample
sa177,Faeces,Total_Bacteria_IgA,IgA,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_General_Presort_IgA_V2_Rep1_FVASLMML217,True Sample
sa429,Water_presort,Water_presort_IgA,IgA,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_presort_IgA_V2_Rep1_FVASLMML219,Control Sample
sa469,Faeces,IgA+,IgA,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgA+_V2_Rep1_FVASLMML221,True Sample
sa574,Faeces,IgA-,IgA,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgA-_V2_Rep1_FVASLMML223,True Sample
sa562,Faeces,Total_Bacteria_IgG,IgG,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_General_Presort_IgG_V2_Rep1_FVASLMML225,True Sample
sa198,Water_presort,Water_presort_IgG,IgG,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_presort_IgG_V2_Rep1_FVASLMML227,Control Sample
sa159,Faeces,IgG+,IgG,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgG+_V2_Rep1_FVASLMML229,True Sample
sa639,Faeces,IgG-,IgG,2014,11,3,Savannah_Gillies,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Leonberger,Black_Hawk_chicken_rice,2555,Female,Yes,1,Savannah_Gillies_IgG-_V2_Rep1_FVASLMML231,True Sample
sa113,Faeces,Total_Bacteria_IgA,IgA,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_General_Presort_IgA_V2_Rep1_FVASLMML233,True Sample
sa645,Water_presort,Water_presort_IgA,IgA,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_presort_IgA_V2_Rep1_FVASLMML235,Control Sample
sa677,Faeces,IgA+,IgA,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_IgA+_V2_Rep1_FVASLMML237,True Sample
sa542,Faeces,IgA-,IgA,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_IgA-_V2_Rep1_FVASLMML239,True Sample
sa615,Faeces,Total_Bacteria_IgG,IgG,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_General_Presort_IgG_V2_Rep1_FVASLMML241,True Sample
sa287,Water_presort,Water_presort_IgG,IgG,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_presort_IgG_V2_Rep1_FVASLMML243,Control Sample
sa39,Faeces,IgG+,IgG,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_IgG+_V2_Rep1_FVASLMML245,True Sample
sa471,Faeces,IgG-,IgG,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,Toby_Walker_IgG-_V2_Rep1_FVASLMML247,True Sample
sa235,Cytology_Brush,NA,Intestine,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,TobyCB_V2_Rep1_FVASLMML249,True Sample
sa192,Colon_Biopsy,nA,Intestine,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,TobyC_V2_Rep1_FVASLMML251,True Sample
sa502,Small_Intestine_Biopsy,NA,Intestine,2014,8,7,Toby_Walker,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,2,Last,4,Hypoallergenic_Oxytetracycline_200mg_Creon,Unknown,Unknown,14,Small_Intestine,NA,None,Mild_lymphopenia_neutropenia,Border_Collie,Hypoallergenic,1800,Male,Yes,1,TobySI_V2_Rep1_FVASLMML253,True Sample
sa646,Faeces,Total_Bacteria_IgA,IgA,2010,6,23,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,6,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_General_Presort_IgA_V1_Rep1_FVASLMML255,True Sample
sa279,Water_presort,Water_presort_IgA,IgA,2010,6,23,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,6,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_presort_IgA_V1_Rep1_FVASLMML257,Control Sample
sa531,Faeces,IgA+,IgA,2010,6,23,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,6,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_IgA+_V1_Rep1_FVASLMML259,True Sample
sa567,Faeces,IgA-,IgA,2010,6,23,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,6,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_IgA-_V1_Rep1_FVASLMML261,True Sample
sa528,Faeces,Total_Bacteria_IgA,IgA,2010,8,12,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,2,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_General_Presort_IgA_V2_Rep1_FVASLMML263,True Sample
sa498,Water_presort,Water_presort_IgA,IgA,2010,8,12,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,2,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_presort_IgA_V2_Rep1_FVASLMML265,Control Sample
sa346,Faeces,IgA+,IgA,2010,8,12,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,2,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_IgA+_V2_Rep1_FVASLMML267,True Sample
sa577,Faeces,IgA-,IgA,2010,8,12,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,2,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_IgA-_V2_Rep1_FVASLMML269,True Sample
sa644,Faeces,Total_Bacteria_IgG,IgG,2010,6,23,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,6,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_General_Presort_IgG_V1_Rep1_FVASLMML271,True Sample
sa632,Water_presort,Water_presort_IgG,IgG,2010,6,23,Toby_Hall,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,6,Sensitivity_Oxytetracycline_200mg,11,2,31,Small_Intestine,NA,None,Mild_increase_urea_mild_hypoglobulinemia_leukopenia_eosinophilia,Maltese_Cross,Sensitivity,2370,Male,Yes,1,Toby_Hall_presort_IgG_V1_Rep1_FVASLMML273,Control Sample
